Sep  2 13:53:31 deeeb kernel: [4396236.085093] INPUT_warning: IN=eth0 OUT= MAC=00:1d:60:e2:59:8a:00:00:5e:00:01:e1:08:00 93.170.25.6 DST=78.56.90.121 LEN=40 TOS=0x00 PREC=0x40 TTL=248 ID=28499 DF PROTO=TCP SPT=48484 DPT=8001 WINDOW=512 RES=0x00 SYN URGP=0
Sep  2 13:56:53 odroid kernel: [6397764.852088@1] INPUT_warning: IN=eth0 OUT= MAC=00:1e:06:b4:fe:a6:00:8c:54:56:2f:64:08:00 93.170.25.6 DST=192.168.1.64 LEN=40 TOS=0x00 PREC=0x40 TTL=244 ID=34058 DF PROTO=TCP SPT=48484 DPT=8001 WINDOW=512 RES=0x00 SYN URGP=0
Sep  2 13:56:53 odroid kernel: [6397764.852119@1] INPUT_warning: IN=eth0 OUT= MAC=00:1e:06:b4:fe:a6:00:8c:54:56:2f:64:08:00 93.170.25.6 DST=192.168.1.64 LEN=40 TOS=0x00 PREC=0x40 TTL=244 ID=34058 DF PROTO=TCP SPT=48484 DPT=8001 WINDOW=512 RES=0x00 SYN URGP=0
Sep  3 00:12:28 deeeb kernel: [4433373.113954] INPUT_warning: IN=eth0 OUT= MAC=00:1d:60:e2:59:8a:00:00:5e:00:01:e1:08:00 93.170.25.6 DST=78.56.90.121 LEN=40 TOS=0x00 PREC=0x40 TTL=248 ID=28499 DF PROTO=TCP SPT=48484 DPT=4022 WINDOW=512 RES=0x00 SYN URGP=0
Sep  3 00:15:50 odroid kernel: [6434901.298440@1] INPUT_warning: IN=eth0 OUT= MAC=00:1e:06:b4:fe:a6:00:8c:54:56:2f:64:08:00 93.170.25.6 DST=192.168.1.64 LEN=40 TOS=0x00 PREC=0x40 TTL=244 ID=34058 DF PROTO=TCP SPT=48484 DPT=4022 WINDOW=512 RES=0x00 SYN URGP=0
Sep  3 00:15:50 odroid kernel: [6434901.298471@1] INPUT_warning: IN=eth0 OUT= MAC=00:1e:06:b4:fe:a6:00:8c:54:56:2f:64:08:00 93.170.25.6 DST=192.168.1.64 LEN=40 TOS=0x00 PREC=0x40 TTL=244 ID=34058 DF PROTO=TCP SPT=48484 DPT=4022 WINDOW=512 RES=0x00 SYN URGP=0
Sep  3 00:25:22 deeeb kernel: [4434146.344118] INPUT_warning: IN=eth0 OUT= MAC=00:1d:60:e2:59:8a:00:00:5e:00:01:e1:08:00 93.170.25.6 DST=78.56.90.121 LEN=40 TOS=0x00 PREC=0x40 TTL=248 ID=28499 DF PROTO=TCP SPT=48484 DPT=7781 WINDOW=512 RES=0x00 SYN URGP=0
Sep  3 00:28:42 odroid kernel: [6435673.197330@1] INPUT_warning: IN=eth0 OUT= MAC=00:1e:06:b4:fe:a6:00:8c:54:56:2f:64:08:00 93.170.25.6 DST=192.168.1.64 LEN=40 TOS=0x00 PREC=0x40 TTL=244 ID=34058 DF PROTO=TCP SPT=48484 DPT=7781 WINDOW=512 RES=0x00 SYN URGP=0
Sep  3 00:28:42 odroid kernel: [6435673.197361@1] INPUT_warning: IN=eth0 OUT= MAC=00:1e:06:b4:fe:a6:00:8c:54:56:2f:64:08:00 93.170.25.6 DST=192.168.1.64 LEN=40 TOS=0x00 PREC=0x40 TTL=244 ID=34058 DF PROTO=TCP SPT=48484 DPT=7781 WINDOW=512 RES=0x00 SYN URGP=0
Sep  3 03:35:03 skrst kernel: INPUT_warning: IN=eth3.175 OUT= MAC=00:e0:4c:58:d9:ce:10:05:ca:2e:f1:40:08:00:45:00:00:34 93.170.126.154 DST=195.182.80.130 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=14088 DF PROTO=TCP SPT=20738 DPT=1080 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:03 skrst kernel: INPUT_warning: IN=eth3.175 OUT= MAC=00:e0:4c:58:d9:ce:10:05:ca:2e:f1:40:08:00:45:00:00:34 93.170.126.154 DST=195.182.80.132 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=22804 DF PROTO=TCP SPT=21255 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:03 skrst kernel: INPUT_warning: IN=eth3.175 OUT= MAC=00:e0:4c:58:d9:ce:10:05:ca:2e:f1:40:08:00:45:00:00:34 93.170.126.154 DST=195.182.80.132 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=22805 DF PROTO=TCP SPT=12902 DPT=8080 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:06 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=21790 DF PROTO=TCP SPT=20606 DPT=1080 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:06 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=21797 DF PROTO=TCP SPT=17034 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:09 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=22253 DF PROTO=TCP SPT=17034 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:15 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=48 TOS=0x00 PREC=0x00 TTL=54 ID=23279 DF PROTO=TCP SPT=17034 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:30 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=25679 DF PROTO=TCP SPT=21841 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:36 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=48 TOS=0x00 PREC=0x00 TTL=54 ID=26667 DF PROTO=TCP SPT=21841 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:51 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=52 TOS=0x00 PREC=0x00 TTL=54 ID=28976 DF PROTO=TCP SPT=7977 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 03:35:57 cooler kernel: INPUT_warning: IN=eno1.175 OUT= MAC=94:de:80:b4:c6:d1:10:05:ca:2e:f1:40:08:00 93.170.126.154 DST=195.182.80.135 LEN=48 TOS=0x00 PREC=0x00 TTL=54 ID=29846 DF PROTO=TCP SPT=7977 DPT=80 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 05:48:17 skrst kernel: INPUT_warning: IN=eth3.175 OUT= MAC=00:e0:4c:58:d9:ce:10:05:ca:2e:f1:40:08:00:45:00:00:34 94.230.149.46 DST=195.182.80.140 LEN=52 TOS=0x00 PREC=0x00 TTL=116 ID=8364 DF PROTO=TCP SPT=59921 DPT=3389 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 05:48:20 skrst kernel: INPUT_warning: IN=eth3.175 OUT= MAC=00:e0:4c:58:d9:ce:10:05:ca:2e:f1:40:08:00:45:00:00:34 94.230.149.46 DST=195.182.80.140 LEN=52 TOS=0x00 PREC=0x00 TTL=116 ID=12419 DF PROTO=TCP SPT=59921 DPT=3389 WINDOW=8192 RES=0x00 SYN URGP=0
Sep  3 05:48:26 skrst kernel: INPUT_warning: IN=eth3.175 OUT= MAC=00:e0:4c:58:d9:ce:10:05:ca:2e:f1:40:08:00:45:00:00:30 94.230.149.46 DST=195.182.80.140 LEN=48 TOS=0x00 PREC=0x00 TTL=116 ID=21285 DF PROTO=TCP SPT=59921 DPT=3389 WINDOW=8192 RES=0x00 SYN URGP=0
